Type,Area(m2),Price(VNĐ),Bedroom(Phòng),Floor(Tầng),Furniture,Legal,Posting date,District,Project
Nhà mặt phố,55,24900000000,6,4,Không có thông tin,Không có thông tin,5/3/2025,3,Không
Căn hộ chung cư,70,5500000000,2,3,Không có thông tin,Sổ đỏ và sổ hồng,5/12/2025,4,Không
Nhà riêng,164,13890000000,3,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/14/2025,12,Không
Căn hộ chung cư,111,9700000000,3,3,Nội thất cơ bản,Hợp đồng mua bán,5/15/2025,4,Dự án De La Sol
Căn hộ chung cư,68,,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/3/2025,6,Dự án Viva Riverside
Căn hộ chung cư,68,,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/3/2025,7,Dự án Eco Green Sài Gòn
Căn hộ chung cư,215.47,20600000000,4,3,Không nội thất,Hợp đồng mua bán,5/3/2025,4,Dự án De La Sol
Căn hộ chung cư,68,,2,3,Nội thất đầy đủ,Không có thông tin,5/3/2025,2,Dự án Masteri An Phú
Căn hộ chung cư,68,,2,3,Nội thất sang trọng,Sổ đỏ và sổ hồng,5/3/2025,8,Dự án The Pegasuite 2
"Nhà biệt thự, liền kề",192,15000000000,3,1,Không có thông tin,Không có thông tin,5/3/2025,9,Dự án Thảo Nguyên Sài Gòn
"Nhà biệt thự, liền kề",75,8900000000,3,3,Không có thông tin,Sổ đỏ và sổ hồng,5/13/2025,9,Dự án Rio Vista
Căn hộ chung cư,100,3300000000,3,3,Không có thông tin,Sổ đỏ và sổ hồng,5/19/2025,6,Không
Căn hộ chung cư,88,5500000000,2,3,Nội thất đầy đủ,Hợp đồng mua bán,4/29/2025,10,Dự án Rivera Park Sài Gòn
Căn hộ chung cư,50,3320000000,1,3,Không có thông tin,Hợp đồng mua bán,5/14/2025,4,Không
Nhà riêng,80,17900000000,4,4,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/11/2025,2,Không
"Nhà biệt thự, liền kề",160,11400000000,3,3,Không nội thất,Sổ đỏ và sổ hồng,5/15/2025,9,Không
Đất bán,100,17500000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/12/2025,2,Không
Căn hộ chung cư,67,3650000000,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/14/2025,9,Dự án Safira Khang Điền
Căn hộ chung cư,125,5300000000,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/14/2025,7,Dự án Hoàng Anh Gia Lai 2
Căn hộ chung cư,63.4,2600000000,1,3,Nội thất cơ bản,Hợp đồng mua bán,5/5/2025,9,Dự án MT Eastmark City
Căn hộ chung cư,31,1700000000,1,3,Nội thất đầy đủ,Không có thông tin,5/14/2025,10,Không
Căn hộ chung cư,138.4,18630000000,4,3,Nội thất cơ bản,Hợp đồng mua bán,5/3/2025,2,Không
Căn hộ chung cư,86,3500000000,2,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/13/2025,6,Dự án An Phú Apartment
Nhà riêng,120,29000000000,6,6,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/3/2025,10,Không
Căn hộ chung cư,125,22500000000,3,3,Nội thất cơ bản,Hợp đồng mua bán,4/26/2025,2,Dự án Zeit River Thủ Thiêm 
Căn hộ chung cư,78,32000000000,2,3,Không có thông tin,Không có thông tin,4/27/2025,1,Dự án Grand Marina Saigon
Căn hộ chung cư,110,6800000000,3,3,Không có thông tin,Không có thông tin,5/17/2025,1,Không
Đất nền dự án,90,7200000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/3/2025,9,Dự án Khu dân cư Sở Văn Hóa Thông Tin
Căn hộ chung cư,83,13200000000,2,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/6/2025,2,Dự án The River Thủ Thiêm
Căn hộ chung cư,64,8500000000,1,3,Nội thất cơ bản,Hợp đồng mua bán,4/26/2025,2,Dự án The River Thủ Thiêm
Căn hộ chung cư,120,19500000000,3,3,Không nội thất,Hợp đồng mua bán,5/6/2025,2,Dự án The Galleria Residence
Căn hộ chung cư,72,1980000000,2,3,Không nội thất,Không có thông tin,5/3/2025,8,Không
Căn hộ chung cư,68,1850000000,2,3,Không có thông tin,Hợp đồng mua bán,5/17/2025,8,Dự án The Avila
Nhà riêng,52,,2,2,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/3/2025,12,Không
"Nhà biệt thự, liền kề",154.5,43000000000,5,3,Không có thông tin,Sổ đỏ và sổ hồng,5/3/2025,7,Không
"Nhà biệt thự, liền kề",140,8300000000,3,3,Không có thông tin,Sổ đỏ và sổ hồng,5/15/2025,9,Dự án Rosita Garden Khang Điền
Căn hộ chung cư,90,7000000000,3,3,Không có thông tin,Không có thông tin,5/17/2025,10,Không
Căn hộ chung cư,74,5100000000,2,3,Không có thông tin,Không có thông tin,5/13/2025,10,Dự án Xi Grand Court
Đất nền dự án,100,5800000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/15/2025,9,Dự án Đông Tăng Long
Căn hộ chung cư,78,7200000000,2,3,Không có thông tin,Không có thông tin,5/2/2025,10,Không
Căn hộ chung cư,92,6000000000,2,3,Nội thất đầy đủ,Hợp đồng mua bán,5/13/2025,4,Dự án The Gold View
Căn hộ chung cư,103,7500000000,2,3,Không có thông tin,Không có thông tin,5/3/2025,7,Không
Căn hộ chung cư,70,3500000000,2,3,Không có thông tin,Không có thông tin,5/14/2025,10,Dự án Charmington La Pointe
"Nhà biệt thự, liền kề",100,7400000000,3,3,Không có thông tin,Không có thông tin,5/15/2025,9,Dự án Đông Tăng Long
Căn hộ chung cư,80,5700000000,2,3,Nội thất đầy đủ,Không có thông tin,5/2/2025,10,Không
Căn hộ chung cư,33,2350000000,1,3,Nội thất đầy đủ,Hợp đồng mua bán,5/14/2025,4,Không
Nhà riêng,56,,3,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/3/2025,3,Không
Căn hộ chung cư,72,3900000000,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/3/2025,7,Dự án Sky Garden 3
Căn hộ chung cư,93,7800000000,2,3,Không có thông tin,Không có thông tin,5/20/2025,7,Không
Nhà riêng,90,11200000000,4,4,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/3/2025,2,Không
Căn hộ chung cư,70,6000000000,2,3,Không có thông tin,Hợp đồng mua bán,5/3/2025,7,Dự án Hưng Phúc Premier
Nhà mặt phố,110,27800000000,3,6,Không có thông tin,Không có thông tin,5/3/2025,10,Không
Căn hộ chung cư,40,,1,3,Nội thất cơ bản,Sổ hồng,5/3/2025,8,Dự án Heaven Riverview
Nhà riêng,157.6,39000000000,3,4,Không có thông tin,Sổ đỏ và sổ hồng,5/10/2025,3,Không
Nhà riêng,32,4800000000,2,2,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/3/2025,6,Không
Căn hộ chung cư,135,10500000000,3,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/3/2025,7,Dự án Midtown Phú Mỹ Hưng
Nhà mặt phố,72,30000000000,5,4,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/20/2025,1,Không
Căn hộ chung cư,69,2750000000,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/20/2025,9,Dự án The Rainbow - Vinhomes Grand Park
Nhà mặt phố,36,11500000000,4,3,Không có thông tin,Không có thông tin,5/13/2025,5,Không
Căn hộ chung cư,74,4200000000,2,3,Không có thông tin,Hợp đồng mua bán,5/20/2025,9,Dự án Masteri Centre Point
Căn hộ chung cư,75,4200000000,2,3,Không có thông tin,Không có thông tin,5/3/2025,7,Dự án Lavida Plus
Căn hộ chung cư,90,4500000000,3,3,Nội thất đầy đủ,Sổ hồng,5/13/2025,9,Dự án Safira Khang Điền
Căn hộ chung cư,76,4300000000,2,3,Không có thông tin,Hợp đồng mua bán,5/20/2025,9,Dự án Lumiere Boulevard
Đất nền dự án,70.2,3800000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/12/2025,9,Dự án KDC Đại Việt II
Căn hộ chung cư,84,4100000000,3,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/3/2025,5,Dự án Phúc Thịnh
Căn hộ chung cư,47,1900000000,1,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/20/2025,9,Dự án Vinhomes Grand Park
Căn hộ chung cư,30,1450000000,1,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/20/2025,9,Dự án Vinhomes Grand Park
Căn hộ chung cư,60,2700000000,2,3,Không có thông tin,Hợp đồng mua bán,5/20/2025,9,Dự án The Origami
Căn hộ chung cư,85,7900000000,2,3,Nội thất đầy đủ,Hợp đồng mua bán,5/14/2025,2,Không
Đất bán,112,7350000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/3/2025,9,Không
Nhà riêng,100,18500000000,3,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/3/2025,3,Không
Căn hộ chung cư,70,2590000000,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/18/2025,9,Dự án Phố Đông - Hoa Sen
Căn hộ chung cư,64,8800000000,1,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/3/2025,2,Không
Căn hộ chung cư,68,,2,3,Không có thông tin,Sổ hồng,5/3/2025,4,Không
Đất bán,100,4600000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/18/2025,9,Không
Căn hộ chung cư,60,,2,3,Nội thất cơ bản,Sổ hồng,5/3/2025,4,Không
Căn hộ chung cư,55,6200000000,1,3,Không có thông tin,Không có thông tin,5/13/2025,Thanh Quan,Không
Căn hộ chung cư,65,,2,3,Khác,Sổ hồng,5/3/2025,4,Dự án Chung cư Vĩnh Hội Quận 4
Căn hộ chung cư,90,15000000000,2,3,Không có thông tin,Không có thông tin,5/8/2025,2,Không
Căn hộ chung cư,125,24500000000,3,3,Không có thông tin,Hợp đồng mua bán,5/17/2025,2,Dự án Zeit River Thủ Thiêm 
Đất bán,77,4500000000,-1,-1,Không có thông tin,Không có thông tin,5/3/2025,9,Không
Nhà riêng,39,3890000000,2,2,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/3/2025,6,Không
Đất bán,51.1,3090000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/3/2025,12,Không
Nhà riêng,48,,2,2,Nội thất cơ bản,Sổ hồng,5/14/2025,10,Không
Căn hộ chung cư,60,10200000000,1,3,Không có thông tin,Không có thông tin,5/12/2025,2,Không
"Nhà biệt thự, liền kề",100,18000000000,5,4,Không có thông tin,Hợp đồng mua bán,4/29/2025,2,Không
Căn hộ chung cư,58,5200000000,1,3,Nội thất đầy đủ,Hợp đồng mua bán,5/14/2025,2,Dự án Feliz En Vista
Nhà mặt phố,70,9300000000,3,3,Không có thông tin,Hợp đồng mua bán,5/13/2025,8,Không
Nhà riêng,62,,1,1,Không có thông tin,Sổ đỏ và sổ hồng,5/3/2025,7,Không
Nhà riêng,48,,3,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/14/2025,10,Không
Nhà riêng,22.75,998000000,2,2,Không có thông tin,Sổ đỏ và sổ hồng,5/13/2025,12,Không
Căn hộ chung cư,69,3500000000,2,3,Nội thất cơ bản,Hợp đồng mua bán,4/23/2025,9,Không
Căn hộ chung cư,60,9700000000,1,3,Nội thất cơ bản,Hợp đồng mua bán,5/13/2025,2,Dự án Zeit River Thủ Thiêm 
Căn hộ chung cư,83,17490000000,2,3,Nội thất cơ bản,Không có thông tin,5/16/2025,2,Dự án The Crest Residence
Nhà riêng,98,9500000000,4,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/3/2025,12,Không
Nhà mặt phố,141.5,16000000000,3,3,Không nội thất,Sổ đỏ và sổ hồng,5/3/2025,9,Không
Nhà riêng,68,18500000000,3,4,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/3/2025,3,Không
Căn hộ chung cư,47,2450000000,1,3,Không có thông tin,Hợp đồng mua bán,5/1/2025,9,Không
Nhà riêng,83,10500000000,6,5,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/3/2025,12,Không
Nhà riêng,64,5500000000,5,5,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/3/2025,12,Không
"Nhà biệt thự, liền kề",175,22000000000,5,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/11/2025,9,Dự án Lucasta Villa
Căn hộ chung cư,48.8,3700000000,1,3,Không có thông tin,Sổ đỏ và sổ hồng,5/8/2025,4,Không
Căn hộ chung cư,72,8700000000,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/3/2025,2,Không
Nhà riêng,58,3800000000,2,2,Không có thông tin,Sổ đỏ và sổ hồng,5/3/2025,12,Không
Nhà mặt phố,73,4990000000,2,2,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/3/2025,9,Không
Nhà riêng,40,,3,3,Không có thông tin,Sổ đỏ và sổ hồng,5/3/2025,3,Không
Căn hộ chung cư,26,1650000000,1,3,Nội thất đầy đủ,Hợp đồng mua bán,4/29/2025,8,Dự án Central Premium
Căn hộ chung cư,84,,4,3,Nội thất cơ bản,Hợp đồng mua bán,5/20/2025,2,Dự án Masteri Grand View
Căn hộ chung cư,62,1590000000,2,3,Nội thất cơ bản,Hợp đồng mua bán,5/3/2025,8,Không
Nhà riêng,21.2,1000000000,2,2,Nội thất cơ bản,Sổ hồng,5/3/2025,12,Không
"Nhà biệt thự, liền kề",208,38000000000,5,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/14/2025,9,Dự án Lucasta Villa
Căn hộ chung cư,88,24000000000,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/14/2025,1,Dự án Grand Marina Saigon
Đất nền dự án,140,27000000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/15/2025,2,Dự án Saigon Mystery Villas
Căn hộ chung cư,82,4600000000,3,3,Nội thất đầy đủ,Hợp đồng mua bán,5/14/2025,6,Không
Nhà riêng,69.8,16000000000,5,5,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/15/2025,10,Không
Nhà mặt phố,90.5,28000000000,2,1,Không có thông tin,Sổ đỏ và sổ hồng,5/5/2025,1,Không
"Nhà biệt thự, liền kề",90,16800000000,4,4,Không nội thất,Sổ đỏ và sổ hồng,5/14/2025,9,Dự án The Classia
Nhà riêng,52,4600000000,4,4,Không nội thất,Sổ đỏ và sổ hồng,5/3/2025,12,Không
Nhà riêng,99,18000000000,3,4,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/3/2025,1,Không
Nhà riêng,74,10500000000,7,5,Không có thông tin,Hợp đồng mua bán,5/3/2025,2,Không
Nhà mặt phố,40,5500000000,5,4,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/3/2025,12,Không
"Nhà biệt thự, liền kề",108,10500000000,4,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/19/2025,9,Không
Nhà mặt phố,70,9600000000,2,2,Không nội thất,Sổ đỏ và sổ hồng,5/3/2025,6,Không
Đất bán,55,3650000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/13/2025,12,Không
Nhà riêng,50,1900000000,3,2,Nội thất đầy đủ,Khác,5/3/2025,12,Không
Căn hộ chung cư,55,2300000000,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/13/2025,9,Không
Căn hộ chung cư,118,11000000000,3,3,Không có thông tin,Sổ đỏ và sổ hồng,5/14/2025,7,Không
Nhà riêng,51,4250000000,2,2,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/16/2025,12,Không
"Nhà biệt thự, liền kề",145,24000000000,5,4,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/14/2025,9,Dự án Verosa Park
Căn hộ chung cư,54,2490000000,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/8/2025,9,Dự án Flora Anh Đào
"Nhà biệt thự, liền kề",108,9600000000,4,3,Không nội thất,Sổ đỏ và sổ hồng,5/16/2025,9,Không
Nhà mặt phố,61.4,17000000000,3,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/20/2025,11,Không
"Nhà biệt thự, liền kề",85,13800000000,5,4,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/13/2025,9,Dự án Verosa Park
Căn hộ chung cư,69,9900000000,3,3,Không có thông tin,Không có thông tin,5/16/2025,1,Dự án The Grand Manhattan
Căn hộ chung cư,77,4400000000,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/3/2025,4,Không
Nhà mặt phố,240,30000000000,2,1,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/13/2025,9,Không
Nhà riêng,66,4350000000,4,2,Không có thông tin,Sổ đỏ và sổ hồng,5/7/2025,12,Không
Đất nền dự án,102,5300000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/3/2025,9,Không
Nhà riêng,170,6300000000,4,3,Không có thông tin,Sổ hồng,5/3/2025,12,Không
Nhà riêng,40,,4,4,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/3/2025,10,Không
Căn hộ chung cư,106,11200000000,3,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/3/2025,5,Không
Căn hộ chung cư,83,5500000000,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/13/2025,5,Dự án The Everrich Infinity
Căn hộ chung cư,90,3090000000,2,3,Nội thất đầy đủ,Hợp đồng mua bán,5/3/2025,7,Dự án Mỹ Phú Apartment Petroland
Nhà mặt phố,256,29500000000,2,2,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/3/2025,6,Không
Nhà riêng,90,9800000000,5,3,Không có thông tin,Sổ đỏ và sổ hồng,5/19/2025,7,Không
Căn hộ chung cư,67,1800000000,2,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/16/2025,12,Dự án An Sương Besco
Căn hộ chung cư,111,12000000000,3,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/13/2025,5,Dự án The Everrich Infinity
Căn hộ chung cư,66,1750000000,2,3,Không có thông tin,Không có thông tin,5/16/2025,12,Dự án Nhà ở quân khu 7
Căn hộ chung cư,66,3070000000,2,3,Không có thông tin,Hợp đồng mua bán,5/16/2025,9,Không
Căn hộ chung cư,83,5500000000,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/13/2025,5,Dự án The Everrich Infinity
Căn hộ chung cư,80,3150000000,3,3,Không có thông tin,Hợp đồng mua bán,5/19/2025,12,Không
Căn hộ chung cư,92,8500000000,2,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,4/28/2025,7,Dự án Midtown Phú Mỹ Hưng
Căn hộ chung cư,62,3400000000,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/3/2025,2,Dự án An Lộc  - An Phúc
Căn hộ chung cư,73,4300000000,2,3,Không có thông tin,Không có thông tin,5/3/2025,7,Không
"Nhà biệt thự, liền kề",95,15500000000,3,4,Không nội thất,Sổ đỏ và sổ hồng,5/5/2025,9,Dự án Verosa Park
"Nhà biệt thự, liền kề",85,13800000000,4,4,Không nội thất,Sổ đỏ và sổ hồng,5/19/2025,9,Dự án Verosa Park
Căn hộ chung cư,70,,2,3,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/9/2025,2,Không
Căn hộ chung cư,73,6500000000,2,3,Nội thất đầy đủ,Đang chờ sổ,5/10/2025,10,Không
Nhà riêng,96,24800000000,3,6,Không có thông tin,Sổ đỏ và sổ hồng,5/3/2025,10,Không
Nhà riêng,100,7500000000,6,1,Không có thông tin,Không có thông tin,5/17/2025,Thủ Đức,Không
Đất bán,98,5400000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/19/2025,2,Không
Nhà riêng,80,15000000000,3,2,Không có thông tin,Sổ đỏ và sổ hồng,5/16/2025,10,Không
Nhà riêng,80,6990000000,6,4,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/13/2025,9,Không
Căn hộ chung cư,101,7000000000,2,3,Nội thất cơ bản,Không có thông tin,5/3/2025,2,Không
Nhà riêng,60,5560000000,4,4,Không có thông tin,Sổ đỏ và sổ hồng,5/20/2025,12,Không
Nhà mặt phố,81,15000000000,4,3,Nội thất cơ bản,Sổ đỏ và sổ hồng,5/3/2025,6,Không
Căn hộ chung cư,58,2390000000,2,3,Không có thông tin,Đang chờ sổ,5/12/2025,12,Dự án PiCity High Park
Căn hộ chung cư,69,3500000000,2,3,Không có thông tin,Không có thông tin,5/17/2025,2,Không
Nhà mặt phố,66,32000000000,3,4,Không có thông tin,Sổ đỏ và sổ hồng,5/3/2025,10,Không
Nhà riêng,63,,2,2,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/13/2025,12,Không
Căn hộ chung cư,51,8500000000,1,3,Nội thất đầy đủ,Hợp đồng mua bán,5/13/2025,1,Dự án The Marq
Đất bán,68,3400000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/1/2025,9,Không
Căn hộ chung cư,49,3400000000,1,3,Nội thất đầy đủ,Hợp đồng mua bán,5/17/2025,2,Dự án D’Lusso
Nhà riêng,50,,4,3,Không có thông tin,Sổ đỏ và sổ hồng,4/29/2025,1,Không
Nhà riêng,70,,3,6,Không có thông tin,Sổ đỏ và sổ hồng,5/13/2025,10,Không
Nhà riêng,48,5100000000,4,4,Nội thất đầy đủ,Sổ đỏ và sổ hồng,5/3/2025,6,Không
Nhà mặt phố,63,12000000000,3,2,Không có thông tin,Sổ đỏ và sổ hồng,5/3/2025,10,Không
Đất bán,80,4350000000,-1,-1,Không có thông tin,Sổ đỏ và sổ hồng,5/16/2025,12,Không
